date,ticker,ma_7,ma_21,signal
2020-01-15,AAPL,75.617806570870542,75.4365463256836,Crossover
2020-01-16,AAPL,75.8655253819057,75.805607386997764,Crossover
2020-01-17,AMZN,93.708145141601562,93.670572190057669,Crossover
2020-01-17,AMZN,93.613716125488281,93.60728636242095,Crossover
2020-01-21,AMZN,94.21028464181083,93.697238013857884,Crossover
2020-01-22,MSFT,158.05837358747209,157.88578360421317,Crossover
2020-01-22,MSFT,158.16709463936942,157.77163187662759,Crossover
2020-01-24,AMZN,94.08571188790458,94.0605704897926,Crossover
2020-01-29,AMZN,92.798214503696983,92.660261608305419,Crossover
2020-01-29,AAPL,76.654234749930239,76.424455551874075,Crossover
2020-01-29,GOOGL,72.248132978166851,72.145715622674857,Crossover
2020-01-29,MSFT,157.31370544433594,156.9821021670387,Crossover
2020-01-31,AAPL,77.7396741594587,76.867461794898617,Crossover
2020-01-31,GOOGL,71.909816196986611,71.884518577938991,Crossover
2020-02-04,AAPL,76.303361075265073,76.235273815336683,Crossover
2020-02-04,GOOGL,73.094565255301333,72.277137756347656,Crossover
2020-02-05,AAPL,76.744638715471538,76.20203690301804,Crossover
2020-02-06,GOOGL,72.443991524832583,72.349921090262271,Crossover
2020-02-12,AAPL,78.423204694475444,77.970622834705168,Crossover
2020-02-13,AAPL,79.049522399902344,78.063188825334819,Crossover
2020-02-14,AMZN,107.45871407645089,107.39945329938617,Crossover
2020-02-14,MSFT,175.87000601632255,175.74498857770647,Crossover
2020-02-18,MSFT,176.82668413434709,175.80478413899741,Crossover
2020-02-19,AMZN,107.73885781424386,107.55302392868768,Crossover
2020-02-20,GOOGL,75.497639247349326,75.455624171665733,Crossover
2020-02-20,MSFT,177.46910531180245,177.01372564406623,Crossover
2020-03-02,AMZN,96.694644383021782,96.3825948806036,Crossover
2020-03-02,AAPL,68.8172138759068,68.687067667643234,Crossover
2020-03-02,GOOGL,67.505556379045757,67.489923386346732,Crossover
2020-03-02,GOOGL,67.839467729840962,67.489923386346732,Crossover
2020-03-02,MSFT,158.94113595145089,157.81240699404762,Crossover
2020-03-03,AMZN,97.055216108049677,96.062713986351383,Crossover
2020-03-05,GOOGL,67.658500671386719,67.427143278576082,Crossover
2020-03-05,MSFT,161.27400861467635,159.68332853771392,Crossover
2020-03-11,AAPL,68.391493661063052,68.305725824265252,Crossover
2020-03-13,MSFT,146.11309596470423,145.93189130510603,Crossover
2020-03-16,MSFT,145.12108285086495,144.08321998232887,Crossover
2020-03-17,AMZN,88.696426391601562,87.1758553641183,Crossover
2020-03-17,AMZN,87.848640441894531,87.206855410621273,Crossover
2020-03-18,AMZN,89.702498299734927,87.19761730375744,Crossover
2020-03-19,GOOGL,54.912196023123606,54.821583884102957,Crossover
2020-03-20,GOOGL,54.586158207484665,54.464877355666388,Crossover
2020-03-20,MSFT,135.07973589215959,134.5778089250837,Crossover
2020-03-24,AAPL,58.2093391418457,57.328606923421226,Crossover
2020-03-24,AAPL,57.430858612060547,57.32618640718006,Crossover
2020-03-24,GOOGL,55.03690447126116,54.1770266578311,Crossover
2020-03-24,MSFT,138.12663487025671,134.55284627278647,Crossover
2020-03-25,AAPL,59.672234126499724,57.323880695161364,Crossover
2020-03-25,GOOGL,55.710686819893972,54.177925109863281,Crossover
2020-03-25,MSFT,140.72111293247767,135.42266991024925,Crossover
2020-03-30,AMZN,96.829285757882261,96.2932132539295,Crossover
2020-03-30,GOOGL,56.4114259992327,56.126132601783389,Crossover
2020-03-31,AMZN,97.689286368233823,96.981285095214844,Crossover
2020-03-31,AAPL,61.596134185791016,61.350704556419736,Crossover
2020-03-31,GOOGL,57.477644239153179,56.772295270647319,Crossover
2020-04-01,AMZN,97.2875006539481,97.033332824707031,Crossover
2020-04-01,MSFT,148.90654209681921,148.386478969029,Crossover
2020-04-06,AMZN,97.929500034877236,96.560476030622212,Crossover
2020-04-06,AMZN,96.629499162946431,96.33252352759952,Crossover
2020-04-06,AAPL,62.08376203264509,59.978533971877326,Crossover
2020-04-06,AAPL,59.898762839181082,59.695639837355841,Crossover
2020-04-06,GOOGL,57.470411028180806,55.893191201346262,Crossover
2020-04-06,MSFT,154.52612958635603,149.4402589343843,Crossover
2020-04-07,GOOGL,58.745331900460378,56.132185436430433,Crossover
2020-04-21,AMZN,119.0797827584403,118.45361873081752,Crossover
2020-04-23,AMZN,118.68821498325893,118.39285605294366,Crossover
2020-04-23,AAPL,66.7660631452288,66.72663806733631,Crossover
2020-04-23,GOOGL,62.67054149082729,62.2301751999628,Crossover
2020-04-24,MSFT,164.78965977260046,164.09195527576264,Crossover
2020-04-28,MSFT,165.50910949707031,165.22205752418154,Crossover
2020-04-29,GOOGL,65.094472612653462,63.567097981770836,Crossover
2020-04-29,MSFT,166.12774440220423,165.54454331170945,Crossover
2020-04-30,AMZN,118.94021279471261,118.66440582275388,Crossover
2020-04-30,GOOGL,65.903960636683877,63.745699564615883,Crossover
2020-04-30,MSFT,168.44698224748885,166.17136056082589,Crossover
2020-05-04,GOOGL,65.533579145159038,65.494635990687783,Crossover
2020-05-04,MSFT,169.42401341029577,168.97161065964471,Crossover
2020-05-05,GOOGL,66.618382045200889,66.261747451055612,Crossover
2020-05-06,AMZN,116.84600176130023,116.55283392043343,Crossover
2020-05-06,AMZN,117.08500235421317,116.2605961390904,Crossover
2020-05-12,AMZN,119.33464268275669,118.8231669834682,Crossover
2020-05-13,AAPL,75.3314437866211,75.246835254487536,Crossover
2020-05-14,AMZN,119.14349910191126,119.03145272391183,Crossover
2020-05-15,AMZN,119.44249834333148,119.10328601655506,Crossover
2020-05-15,GOOGL,67.952893938337056,67.7960706438337,Crossover
2020-05-15,MSFT,173.6332288469587,173.51423790341332,Crossover
2020-05-18,AAPL,75.4483141217913,75.176094055175781,Crossover
2020-05-19,AAPL,76.327739170619424,75.341623578752788,Crossover
2020-05-28,AAPL,77.175582885742188,77.112704322451634,Crossover
2020-05-29,AMZN,121.52892848423549,120.98923892066593,Crossover
2020-05-29,AMZN,121.23414284842355,120.97616758800689,Crossover
2020-05-29,MSFT,174.26986476353235,174.18469746907553,Crossover
2020-06-01,AMZN,122.02850014822823,121.07057226271857,Crossover
2020-06-01,MSFT,175.16626194545202,174.18743097214471,Crossover
2020-06-04,AMZN,123.538569859096,123.37657092866444,Crossover
2020-06-04,AMZN,123.66571262904577,123.33316621326264,Crossover
2020-06-04,MSFT,176.29905482700892,175.99888610839844,Crossover
2020-06-05,AMZN,123.67000034877232,123.64554704938617,Crossover
2020-06-05,MSFT,177.30473981584822,176.74587504069009,Crossover
2020-06-08,GOOGL,71.382234845842632,71.24064309256417,Crossover
2020-06-11,GOOGL,72.19832175118583,71.946864900134855,Crossover
2020-06-16,AMZN,129.242431640625,129.04438200451079,Crossover
2020-06-16,AAPL,83.4279316493443,83.280435108003161,Crossover
2020-06-16,GOOGL,70.9154554094587,70.7726811000279,Crossover
