ticker,month,pct_change_month
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AAPL,2020-01,0.030497700511350406
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
AMZN,2020-01,0.058329510616701066
