ticker,avg_volatility_7,avg_volatility_30
MSFT,1.9734525596215993,4.3559009258783083
AMZN,1.2935196737852603,2.8896987781688313
AAPL,1.125987017512736,2.5948914815768847
GOOGL,0.97096692998372292,2.1998558728379276
