ticker,pct_return_30d
AMZN,0.21522521765803818
AMZN,0.21522521765803818
AMZN,0.21522521765803818
AMZN,0.21522521765803818
AMZN,0.2056772663461246
AMZN,0.2056772663461246
AMZN,0.2056772663461246
AMZN,0.2056772663461246
AAPL,0.1984689574184208
AAPL,0.1984689574184208
AAPL,0.1984689574184208
AAPL,0.1984689574184208
AMZN,0.19759363484419562
AMZN,0.19759363484419562
AMZN,0.19759363484419562
AMZN,0.19759363484419562
AMZN,0.19715150059674366
AMZN,0.19715150059674366
AMZN,0.19715150059674366
AMZN,0.19715150059674366
AAPL,0.1890559191448962
AAPL,0.1890559191448962
AAPL,0.1890559191448962
AAPL,0.1890559191448962
AAPL,0.18414081032216478
AMZN,0.1804619767125408
AMZN,0.1804619767125408
AMZN,0.1804619767125408
AMZN,0.1804619767125408
AAPL,0.18026331133791829
AAPL,0.18026331133791829
AAPL,0.18026331133791829
AAPL,0.18026331133791829
AMZN,0.17875181912322849
AMZN,0.1785567155951962
AMZN,0.1785567155951962
AMZN,0.1785567155951962
AMZN,0.1785567155951962
MSFT,0.17833495581077305
AAPL,0.1762404004887502
AAPL,0.1762404004887502
AAPL,0.1762404004887502
AAPL,0.1762404004887502
AAPL,0.17600073070884806
AMZN,0.17547178453089637
AAPL,0.1723697907564197
AMZN,0.1717528798652351
AMZN,0.1717528798652351
AMZN,0.1717528798652351
AMZN,0.1717528798652351
AMZN,0.16891450424142307
AMZN,0.16853938258852635
GOOGL,0.16660048038528449
GOOGL,0.16660048038528449
GOOGL,0.16660048038528449
GOOGL,0.16660048038528449
MSFT,0.16658154764892733
MSFT,0.16658154764892733
MSFT,0.16658154764892733
MSFT,0.16658154764892733
GOOGL,0.16595107657450447
GOOGL,0.16595107657450447
GOOGL,0.16595107657450447
GOOGL,0.16595107657450447
AMZN,0.16593072250142318
AMZN,0.16264269353525024
AMZN,0.16250610108816899
AMZN,0.16250610108816899
AMZN,0.16250610108816899
AMZN,0.16250610108816899
AMZN,0.16239354301704365
AMZN,0.16239354301704365
AMZN,0.16239354301704365
AMZN,0.16239354301704365
AMZN,0.16186461522470089
AMZN,0.16186461522470089
AMZN,0.16186461522470089
AMZN,0.16186461522470089
MSFT,0.15980271458612119
MSFT,0.15980271458612119
MSFT,0.15980271458612119
MSFT,0.15980271458612119
AMZN,0.15915368785867071
AMZN,0.15915368785867071
AMZN,0.15915368785867071
AMZN,0.15915368785867071
AAPL,0.15806497964766511
GOOGL,0.15789336038220117
GOOGL,0.15789336038220117
GOOGL,0.15789336038220117
GOOGL,0.15789336038220117
AAPL,0.1572185662975453
AAPL,0.1572185662975453
AAPL,0.1572185662975453
AAPL,0.1572185662975453
AAPL,0.15668193942638697
AAPL,0.15668193942638697
AAPL,0.15668193942638697
AAPL,0.15668193942638697
GOOGL,0.15557982894346253
GOOGL,0.15557934016074682
GOOGL,0.15557934016074682
GOOGL,0.15557934016074682
GOOGL,0.15557934016074682
AMZN,0.15523206598282874
AMZN,0.15523206598282874
AMZN,0.15523206598282874
AMZN,0.15523206598282874
AMZN,0.15472114808573789
AMZN,0.15362007570490641
AMZN,0.15362007570490641
AMZN,0.15362007570490641
AMZN,0.15362007570490641
MSFT,0.15337233401317374
MSFT,0.15337233401317374
MSFT,0.15337233401317374
MSFT,0.15337233401317374
AMZN,0.15334382792899498
GOOGL,0.15157507452043895
GOOGL,0.15157507452043895
GOOGL,0.15157507452043895
GOOGL,0.15157507452043895
AMZN,0.15145571195079652
AMZN,0.15145571195079652
AMZN,0.15145571195079652
AMZN,0.15145571195079652
AAPL,0.15116706160557683
AAPL,0.15116706160557683
AAPL,0.15116706160557683
AAPL,0.15116706160557683
AMZN,0.14950491678933639
AMZN,0.14950491678933639
AMZN,0.14950491678933639
AMZN,0.14950491678933639
AAPL,0.14900890052290952
AMZN,0.14856585985942367
AMZN,0.14856585985942367
AMZN,0.14856585985942367
AMZN,0.14856585985942367
AAPL,0.14733025882007972
AMZN,0.14718632516390925
AMZN,0.14617412770699162
AMZN,0.14586744767657342
AMZN,0.14586744767657342
AMZN,0.14586744767657342
AMZN,0.14586744767657342
GOOGL,0.14521841134869479
AMZN,0.14518287456759413
AAPL,0.144488263311303
AAPL,0.144488263311303
AAPL,0.144488263311303
AAPL,0.144488263311303
GOOGL,0.14308619465309289
AMZN,0.14303734831843118
AMZN,0.142478792459926
GOOGL,0.14172967185422422
GOOGL,0.14172967185422422
GOOGL,0.14172967185422422
GOOGL,0.14172967185422422
GOOGL,0.14072747763237764
GOOGL,0.14072747763237764
GOOGL,0.14072747763237764
GOOGL,0.14072747763237764
AMZN,0.13986989613636069
AMZN,0.13844264462304973
AMZN,0.13797623738135684
AMZN,0.13756495783762951
AMZN,0.13740841929679345
AMZN,0.13740841929679345
AMZN,0.13740841929679345
AMZN,0.13740841929679345
AMZN,0.13642509184676202
AMZN,0.13642509184676202
AMZN,0.13642509184676202
AMZN,0.13642509184676202
MSFT,0.13624816918565
MSFT,0.13624816918565
MSFT,0.13624816918565
MSFT,0.13624816918565
AAPL,0.1356687358165426
AMZN,0.13523498877379364
GOOGL,0.13482052485295373
AMZN,0.13426341934098754
AMZN,0.13426341934098754
AMZN,0.13426341934098754
AMZN,0.13426341934098754
MSFT,0.13409578523758006
AAPL,0.13335127484582859
