date,ticker,volatility_7,avg_vol,sd_vol,z_score
2025-04-09,AAPL,14.09293290723314,1.1259870175127391,1.0753928220159132,12.057869110017659
2025-04-09,AAPL,14.092932907232957,1.1259870175127391,1.0753928220159132,12.057869110017492
2025-04-09,AAPL,12.865028757830299,1.1259870175127391,1.0753928220159132,10.916049930770182
2025-04-09,AAPL,12.865028757829691,1.1259870175127391,1.0753928220159132,10.916049930769617
2025-09-03,GOOGL,10.312403234115465,0.97096692998372369,0.92931693901241086,10.051938054695231
2025-09-03,GOOGL,10.312403234115438,0.97096692998372369,0.92931693901241086,10.051938054695203
2025-04-09,MSFT,19.138736741703461,1.9734525596215975,1.7614099825801712,9.7451952423578234
2025-04-09,MSFT,19.138736741703344,1.9734525596215975,1.7614099825801712,9.7451952423577577
2025-04-03,AAPL,11.037592406543801,1.1259870175127391,1.0753928220159132,9.216730097241058
2025-04-03,AAPL,11.037592406543645,1.1259870175127391,1.0753928220159132,9.2167300972409123
2025-09-03,GOOGL,9.4138931223567219,0.97096692998372369,0.92931693901241086,9.0850880231940376
2025-09-03,GOOGL,9.4138931223566349,0.97096692998372369,0.92931693901241086,9.0850880231939435
2025-04-09,MSFT,17.471196392639559,1.9734525596215975,1.7614099825801712,8.7984875675090457
2025-04-09,MSFT,17.471196392639179,1.9734525596215975,1.7614099825801712,8.79848756750883
2025-04-04,AAPL,10.32580837137014,1.1259870175127391,1.0753928220159132,8.5548472758183127
2025-10-31,AMZN,11.417400580748444,1.2935196737852592,1.1913497188849607,8.4978245652658515
2025-10-31,AMZN,11.417400580748341,1.2935196737852592,1.1913497188849607,8.4978245652657645
2025-04-03,AAPL,10.07589723601922,1.1259870175127391,1.0753928220159132,8.3224567202607229
2025-04-03,AAPL,10.075897236018708,1.1259870175127391,1.0753928220159132,8.3224567202602486
2025-04-09,AAPL,9.9800281873478482,1.1259870175127391,1.0753928220159132,8.2333087859350531
2025-04-10,AAPL,9.9423324442034477,1.1259870175127391,1.0753928220159132,8.1982557872794217
2025-04-09,AMZN,10.925640874366694,1.2935196737852592,1.1913497188849607,8.0850492914847738
2025-04-09,AMZN,10.925640874366547,1.2935196737852592,1.1913497188849607,8.08504929148465
2024-04-26,GOOGL,8.4672256822626562,0.97096692998372369,0.92931693901241086,8.0664178576635432
2024-04-26,GOOGL,8.467225682262475,0.97096692998372369,0.92931693901241086,8.0664178576633478
2022-04-29,AMZN,10.85882148580502,1.2935196737852592,1.1913497188849607,8.0289621598033953
2022-04-29,AMZN,10.858821485804885,1.2935196737852592,1.1913497188849607,8.0289621598032817
2025-05-01,MSFT,16.05458050713521,1.9734525596215975,1.7614099825801712,7.9942364848455743
2025-05-01,MSFT,16.054580507135057,1.9734525596215975,1.7614099825801712,7.9942364848454881
2025-10-31,AMZN,10.422613076914848,1.2935196737852592,1.1913497188849607,7.6628157613315508
2025-10-31,AMZN,10.422613076914512,1.2935196737852592,1.1913497188849607,7.6628157613312693
2025-08-01,AMZN,10.348355613098891,1.2935196737852592,1.1913497188849607,7.6004852276193695
2025-08-01,AMZN,10.348355613098704,1.2935196737852592,1.1913497188849607,7.6004852276192132
2025-02-05,GOOGL,8.0184163451435957,0.97096692998372369,0.92931693901241086,7.5834724616654761
2025-02-05,GOOGL,8.0184163451435158,0.97096692998372369,0.92931693901241086,7.58347246166539
2022-02-04,AMZN,10.045810797803686,1.2935196737852592,1.1913497188849607,7.3465339230617364
2022-02-04,AMZN,10.045810797803638,1.2935196737852592,1.1913497188849607,7.3465339230616964
2025-04-09,AMZN,9.973699936818722,1.2935196737852592,1.1913497188849607,7.2860052136140565
2025-04-09,AMZN,9.9736999368182389,1.2935196737852592,1.1913497188849607,7.2860052136136506
2024-04-26,GOOGL,7.7294841761035347,0.97096692998372369,0.92931693901241086,7.2725643560334934
2024-04-26,GOOGL,7.7294841761029369,0.97096692998372369,0.92931693901241086,7.27256435603285
2022-04-29,AMZN,9.9127024594953657,1.2935196737852592,1.1913497188849607,7.2348049016011853
2022-04-29,AMZN,9.9127024594949216,1.2935196737852592,1.1913497188849607,7.2348049016008122
2025-05-01,MSFT,14.655759825067276,1.9734525596215975,1.7614099825801712,7.2000882195911133
2025-05-01,MSFT,14.655759825066779,1.9734525596215975,1.7614099825801712,7.2000882195908309
2025-01-30,MSFT,14.533977574482089,1.9734525596215975,1.7614099825801712,7.1309491481712977
2025-01-30,MSFT,14.533977574481908,1.9734525596215975,1.7614099825801712,7.1309491481711946
2025-04-09,GOOGL,7.4729238182753424,0.97096692998372369,0.92931693901241086,6.9964902342157638
2025-04-09,GOOGL,7.4729238182752811,0.97096692998372369,0.92931693901241086,6.9964902342156972
2025-09-04,GOOGL,7.4203569481409586,0.97096692998372369,0.92931693901241086,6.9399251723648012
2025-08-01,AMZN,9.446713003966563,1.2935196737852592,1.1913497188849607,6.8436607663887772
2025-08-01,AMZN,9.4467130039659519,1.2935196737852592,1.1913497188849607,6.8436607663882647
2025-02-05,GOOGL,7.3197791795049971,0.97096692998372369,0.92931693901241086,6.8316975436476861
2025-02-05,GOOGL,7.3197791795047351,0.97096692998372369,0.92931693901241086,6.8316975436474037
2025-11-03,AMZN,9.4228566755532963,1.2935196737852592,1.1913497188849607,6.8236361438660182
2025-04-03,AMZN,9.4075908216184647,1.2935196737852592,1.1913497188849607,6.8108222289484743
2025-04-03,AMZN,9.4075908216183315,1.2935196737852592,1.1913497188849607,6.8108222289483624
2024-10-31,MSFT,13.889526287603328,1.9734525596215975,1.7614099825801712,6.7650767543208055
